//arm station octant half gap plane channel
1 2 3 1 0 2 1
1 2 3 1 0 2 153
1 2 3 1 0 2 154
1 2 3 1 0 2 155
1 2 3 1 0 2 156
1 2 3 1 0 2 157
1 2 3 1 0 2 158
1 2 3 1 0 2 2
1 2 3 1 1 0 1
1 2 3 1 1 0 2
1 2 3 1 1 0 5
1 2 3 1 1 0 6
1 2 3 1 1 2 1
1 2 3 1 1 2 154
1 2 3 1 1 2 155
1 2 3 1 1 2 156
1 2 3 1 1 2 157
1 2 3 1 1 2 158
1 2 3 1 1 2 2
1 2 4 0 0 0 150
1 2 4 0 0 0 151
1 2 4 0 0 0 152
1 2 4 0 0 0 153
1 2 4 0 0 2 158
1 2 4 0 0 2 2
1 2 4 0 0 2 3
1 2 4 0 0 2 4
1 2 4 0 0 2 8
1 2 4 0 0 2 9
1 2 4 0 1 0 151
1 2 4 0 1 0 152
1 2 4 0 1 0 153
1 2 4 0 1 0 154
1 2 4 0 1 0 155
1 2 4 0 1 0 156
1 2 4 0 1 2 1
1 2 4 0 1 2 156
1 2 4 0 1 2 157
1 2 4 0 1 2 158
1 2 4 0 1 2 2
1 2 4 0 1 2 3
1 2 4 0 1 2 6
1 2 4 0 1 2 7
1 2 4 1 0 0 2
1 2 4 1 0 0 3
1 2 4 1 0 0 4
1 2 4 1 0 0 5
1 2 4 1 0 2 1
1 2 4 1 0 2 156
1 2 4 1 0 2 157
1 2 4 1 0 2 158
1 2 4 1 0 2 2
1 2 4 1 0 2 3
1 2 4 1 1 0 1
1 2 4 1 1 0 2
1 2 4 1 1 0 3
1 2 4 1 1 0 4
1 2 4 1 1 2 1
1 2 4 1 1 2 157
1 2 4 1 1 2 2
1 2 5 0 0 0 149
1 2 5 0 0 0 150
1 2 5 0 0 0 151
1 2 5 0 0 0 154
1 2 5 0 0 0 155
1 2 5 0 0 2 1
1 2 5 0 0 2 158
1 2 5 0 0 2 2
1 2 5 0 0 2 3
1 2 5 0 1 0 150
1 2 5 0 1 0 151
1 2 5 0 1 0 152
1 2 5 0 1 0 155
1 2 5 0 1 0 156
1 2 5 0 1 2 155
1 2 5 0 1 2 2
1 2 5 1 0 0 3
1 2 5 1 0 0 4
1 2 5 1 0 2 1
1 2 5 1 0 2 151
1 2 5 1 0 2 152
1 2 5 1 0 2 153
1 2 5 1 0 2 154
1 2 5 1 0 2 155
1 2 5 1 0 2 156
1 2 5 1 0 2 157
1 2 5 1 0 2 2
1 2 5 1 1 0 1
1 2 5 1 1 0 2
1 2 5 1 1 0 3
1 2 5 1 1 2 1
1 2 5 1 1 2 152
1 2 5 1 1 2 153
1 2 5 1 1 2 154
1 2 5 1 1 2 155
1 2 5 1 1 2 156
1 2 5 1 1 2 157
1 2 6 0 0 0 141
1 2 6 0 0 0 142
1 2 6 0 0 0 143
1 2 6 0 0 0 144
1 2 6 0 0 0 145
1 2 6 0 0 0 146
1 2 6 0 0 0 147
1 2 6 0 0 0 148
1 2 6 0 0 0 149
1 2 6 0 0 0 150
1 2 6 0 0 0 151
1 2 6 0 0 0 152
1 2 6 0 0 0 153
1 2 6 0 0 0 154
1 2 6 0 0 0 155
1 2 6 0 0 2 1
1 2 6 0 0 2 151
1 2 6 0 0 2 152
1 2 6 0 0 2 155
1 2 6 0 0 2 156
1 2 6 0 0 2 157
1 2 6 0 0 2 158
1 2 6 0 0 2 2
1 2 6 0 0 2 3
1 2 6 0 0 2 4
1 2 6 0 0 2 5
1 2 6 0 0 2 6
1 2 6 0 0 2 7
1 2 6 0 1 0 141
1 2 6 0 1 0 142
1 2 6 0 1 0 143
1 2 6 0 1 0 144
1 2 6 0 1 0 145
1 2 6 0 1 0 146
1 2 6 0 1 0 147
1 2 6 0 1 0 148
1 2 6 0 1 0 149
1 2 6 0 1 0 150
1 2 6 0 1 0 151
1 2 6 0 1 0 152
1 2 6 0 1 0 153
1 2 6 0 1 0 154
1 2 6 0 1 0 155
1 2 6 0 1 2 151
1 2 6 0 1 2 152
1 2 6 0 1 2 153
1 2 6 0 1 2 154
1 2 6 0 1 2 155
1 2 6 0 1 2 156
1 2 6 0 1 2 157
1 2 6 0 1 2 158
1 2 6 0 1 2 2
1 2 6 0 1 2 3
1 2 6 0 1 2 4
1 2 6 0 1 2 5
1 2 6 0 1 2 6
1 2 6 1 0 0 10
1 2 6 1 0 0 11
1 2 6 1 0 0 12
1 2 6 1 0 0 13
1 2 6 1 0 0 14
1 2 6 1 0 0 15
1 2 6 1 0 0 16
1 2 6 1 0 0 17
1 2 6 1 0 0 18
1 2 6 1 0 0 19
1 2 6 1 0 0 2
1 2 6 1 0 0 3
1 2 6 1 0 0 4
1 2 6 1 0 0 5
1 2 6 1 0 0 6
1 2 6 1 0 0 7
1 2 6 1 0 0 8
1 2 6 1 0 0 9
1 2 6 1 0 2 151
1 2 6 1 0 2 152
1 2 6 1 0 2 153
1 2 6 1 0 2 154
1 2 6 1 0 2 155
1 2 6 1 0 2 156
1 2 6 1 0 2 157
1 2 6 1 0 2 158
1 2 6 1 0 2 2
1 2 6 1 0 2 3
1 2 6 1 0 2 4
1 2 6 1 0 2 5
1 2 6 1 0 2 6
1 2 6 1 0 2 7
1 2 6 1 0 2 8
1 2 6 1 0 2 9
1 2 6 1 1 0 1
1 2 6 1 1 0 10
1 2 6 1 1 0 11
1 2 6 1 1 0 12
1 2 6 1 1 0 13
1 2 6 1 1 0 14
1 2 6 1 1 0 15
1 2 6 1 1 0 16
1 2 6 1 1 0 17
1 2 6 1 1 0 18
1 2 6 1 1 0 2
1 2 6 1 1 0 3
1 2 6 1 1 0 4
1 2 6 1 1 0 5
1 2 6 1 1 0 6
1 2 6 1 1 0 7
1 2 6 1 1 0 8
1 2 6 1 1 0 9
1 2 6 1 1 2 152
1 2 6 1 1 2 153
1 2 6 1 1 2 154
1 2 6 1 1 2 155
1 2 6 1 1 2 156
1 2 6 1 1 2 157
1 2 6 1 1 2 158
1 2 6 1 1 2 2
1 2 6 1 1 2 3
1 2 6 1 1 2 4
1 2 6 1 1 2 5
1 2 6 1 1 2 6
1 2 6 1 1 2 7
1 2 6 1 1 2 8
1 2 6 1 1 2 9
1 2 7 0 0 2 158
1 2 7 0 0 2 2
1 2 7 0 0 2 3
1 2 7 0 0 2 4
1 2 7 0 0 2 7
1 2 7 0 1 0 149
1 2 7 0 1 0 155
1 2 7 0 1 0 156
1 2 7 0 1 2 1
1 2 7 0 1 2 158
1 2 7 0 1 2 2
1 2 7 0 1 2 3
1 2 7 0 1 2 4
1 2 7 1 0 0 1
1 2 7 1 0 0 3
1 2 7 1 0 0 4
1 2 7 1 0 0 5
1 2 7 1 0 2 150
1 2 7 1 0 2 154
1 2 7 1 0 2 155
1 2 7 1 0 2 156
1 2 7 1 0 2 2
1 2 7 1 1 0 1
1 2 7 1 1 0 2
1 2 7 1 1 0 3
1 2 7 1 1 0 4
1 2 7 1 1 2 1
1 2 7 1 1 2 150
1 2 7 1 1 2 151
1 2 7 1 1 2 155
1 2 7 1 1 2 156
1 2 7 1 1 2 157
1 2 7 1 1 2 158
